PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
1378557	CHEMBL2106287	Doxaminol (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN(CCC1c2ccccc2COc3ccccc13)CC(O)COc4ccccc4
1383009	CHEMBL2110569	Ioflupane (123I) (BAN, INN, USAN, FDA)	4	V09AB03	Ge Healthcare Inc	io-	iodine-containing contrast media	io-	2009	2011	V09AB03	V09AB03 [Various:Diagnostic Radiopharmaceuticals:Central Nervous System:Iodine (123I) compounds]		US-5310912-A	Natural Product-derived	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2CCCF
1378769	CHEMBL2106499	Valtorcitabine (BAN, INN); Valtorcitabine Dihydrochloride (USAN)		NM-147	Idenix	-citabine	nucleoside antiviral or antineoplastic agents, cytarabine or azarabine derivatives	-citabine	2003						Natural Product-derived	Y	N	Single Stereoisomer	N						CC(C)[C@H](N)C(=O)O[C@@H]1C[C@H](O[C@H]1CO)N2C=CC(=NC2=O)N
1377385	CHEMBL2105115	Guaimesal (INN)				-sal	anti-inflammatory agents (salicylic acid derivatives)	-sal							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COc1ccccc1OC2(C)OC(=O)c3ccccc3O2
1376924	CHEMBL2104654	Acitazanolast (INN)				-ast	antiasthmatics/antiallergics (not acting primarily as antihistamines,leukotriene biosynthesis inhibitors)	-ast							Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)C(=O)Nc1cccc(c1)c2nnn[nH]2
1379387	CHEMBL2107117	Timiperone (INN, JAN, MI)				-perone	antianxiety agents/neuroleptics (4-fluoro-4-piperidinobutyrophenone derivatives)	-perone							Synthetic Small Molecule	N	N	Achiral Molecule	N						Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=S)Nc4ccccc34
699483	CHEMBL1237132	Clevidipine (FDA, INN, USAN)	4			-dipine	phenylpyridine vasodilators (nifedipine type)	-dipine	2009	2008	C08CA16	C08CA16 [Cardiovascular System:Calcium Channel Blockers:Selective Calcium Channel Blockers With Mainly Vascular Effects:Dihydropyridine derivatives]		US-5739152-A	Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	Y	N	N	Prescription-only	CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C
1377965	CHEMBL2105695	Telotristat Ethyl (USAN)		LX-1606	Lexicon Pharmaceuticals	-stat	enzyme inhibitors: tryptophan hydroxylase inhibitors	-stat (-tristat)	2010						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCOC(=O)[C@@H](N)Cc1ccc(cc1)c2cc(O[C@H](c3ccc(Cl)cc3n4ccc(C)n4)C(F)(F)F)nc(N)n2
1379854	CHEMBL2107584	Spirorenone (INN)				-renone	aldosterone antagonists (spironolactone type)	-renone							Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C5=CC(=O)C=C[C@]35C)[C@@H]1[C@@H]6C[C@@H]6[C@@]27CCC(=O)O7
1377251	CHEMBL2104981	Rilapladib (INN, USAN)		SB-659032		-pladib	phospholipase A2 inhibitors	-pladib	2005						Synthetic Small Molecule	N	N	Achiral Molecule	N						COCCN1CCC(CC1)N(Cc2ccc(cc2)c3ccc(cc3)C(F)(F)F)C(=O)CN4C(=CC(=O)c5ccccc45)SCc6cccc(F)c6F
1376042	CHEMBL2103772	Racecadotril (INN)				-tril	endopeptidase inhibitors	-tril			A07XA04	A07XA04 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Other Antidiarrheals:Other antidiarrheals]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2
1379235	CHEMBL2106965	Remiprostol (INN, USAN)		SC-48834		-prost-	prostaglandins	-prost-	1993				Anti-Ulcerative		Natural Product-derived	Y	N	Racemic Mixture	N						COC(=O)CC\C=C/CC[C@@H]1[C@@H](\C=C\CC(C)(O)\C=C\C2=CCCC2)[C@H](O)CC1=O
1376435	CHEMBL2104165	Cyprazepam (INN, USAN)		W-3623		-azepam	antianxiety agents (diazepam type)	-azepam	1971				Sedative-Hypnotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						[O-][N+]1=C(c2ccccc2)c3cc(Cl)ccc3N=C(C1)NCC4CC4
1379351	CHEMBL2107081	Roxoperone (INN)				-perone	antianxiety agents/neuroleptics (4-fluoro-4-piperidinobutyrophenone derivatives)	-perone							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
1376481	CHEMBL2104211	Bromerguride (INN)				-erg-	ergot alkaloid derivatives	-erg-							Natural Product-derived	Y	N	Single Stereoisomer	N						CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c(Br)[nH]c4cccc(C2=C1)c34
1377264	CHEMBL2104994	Indisetron (INN)				-setron	serotonin 5-HT3 antagonists	-setron							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1C[C@H]2C[C@H](C[C@@H](C1)N2C)NC(=O)c3n[nH]c4ccccc34
1377783	CHEMBL2105513	Tobuterol (INN)				-terol	bronchodilators (phenethylamine derivatives)	-terol							Synthetic Small Molecule	N	N	Racemic Mixture	N						Cc1ccc(cc1)C(=O)Oc2cc(OC(=O)c3ccc(C)cc3)cc(c2)C(O)CNC(C)(C)C
1378371	CHEMBL2106101	Cefempidone (BAN, INN)		GR-50692; TA-5901		cef-	cephalosporins	cef-							Natural Product-derived	N	N	Racemic Mixture	N						Nc1ncc(s1)\C(=N\OC2CCNC2=O)\C(=O)N[C@H]3[C@H]4SCC(=C(N4C3=O)C(=O)[O-])C[n+]5ccccc5
1380096	CHEMBL2107826	Vibegron (INN, USAN)			Merck Sharp & Dohme Corp.	-begron	beta 3 adrenoreceptor agonist	-begron	2012						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)cc2)N1)c5ccccc5
1377258	CHEMBL2104988	Tipelukast (INN, USAN)		KCA-757; MN-001		-ast	antiasthmatics/antiallergics: leukotriene receptor antagonists)	-ast (-lukast)	2005						Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCc1c(O)c(ccc1SCCCOc2ccc(C(=O)C)c(OCCCC(=O)O)c2CCC)C(=O)C
1380812	CHEMBL2108546	Pegaspargase (FDA, INN, USAN)	4		Sigma Tau; Enzon	-ase; peg-	enzymes; PEGylated compounds	-ase; peg-	1990	1994	L01XX24	L01XX24 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Other antineoplastic agents]	Antineoplastic		Enzyme	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	
1380681	CHEMBL2108415	Bovactant (BAN)		SF-R11		-tant	tachykinin (neurokinin) receptor antagonists	-tant							Unknown	N	N	Single Stereoisomer	N						
1381369	CHEMBL2109103	Bertilimumab (BAN, INN)	2	CAT-213; iCo-008	Astrazeneca	-mab	monoclonal antibodies	-mab							Antibody	N	N	Single Stereoisomer	N						
30634	CHEMBL23550	Lobucavir (INN, USAN)		BMS-180194; SQ-34514	Bristol-Myers Squibb	-vir	antivirals: carbocyclic nucleosides	-vir (-cavir)	1994				Antiviral		Natural Product-derived	Y	N	Single Stereoisomer	N						Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1
1376874	CHEMBL2104604	Epervudine (INN)				-vudine	antineoplastics,antivirals (zidovudine group) (exception: edoxudine)	-vudine							Natural Product-derived	Y	N	Single Stereoisomer	N						CC(C)C1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
1377456	CHEMBL2105186	Mepramidil (INN)		PF-26		-dil	vasodilators (undefined group)	-dil							Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1cc(cc(OC)c1OC)C(=O)OCCCNCCC(c2ccccc2)c3ccccc3
1379059	CHEMBL2106789	Nanafrocin (INN)				-rocin	t-RNA synthetase inhibitors	-rocin							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c3c(O)cccc3C2=O
1379138	CHEMBL2106868	Mexoprofen (DCF, INN)				-profen	anti-inflammatory/analgesic agents (ibuprofen type)	-profen							Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(C(=O)O)c1ccc(cc1)[C@H]2CCCC[C@@H]2C
1285395	CHEMBL1963684	Peginesatide Acetate (FDA, USAN)	4	AF37702	Affymax Inc	peg-; -tide	PEGylated compounds; peptides	peg-; -tide	2010	2012	B03XA04	B03XA04 [Blood And Blood Forming Organs:Antianemic Preparations:Other Antianemic Preparations:Other antianemic preparations]		US-7084245-B2	Oligopeptide	N	Y	Single Stereoisomer	N	N	Y	N	Y	Prescription-only	
1380740	CHEMBL2108474	Maslimomab (INN)	1			-mab	monoclonal antibodies	-mab							Antibody	N	N	Single Stereoisomer	N						
1380937	CHEMBL2108671	Actoxumab (INN, USAN)		MDX-066	Merck Sharp & Dohme Corp.	-mab; -tox-	monoclonal antibodies; toxins	-mab; -tox-	2012						Antibody	N	N	Single Stereoisomer	N						
1381129	CHEMBL2108863	Sonermin (INN)				-ermin	growth factors: tumor necrosis factors	-ermin (-nermin)							Oligopeptide	N	N	Single Stereoisomer	N						
1381896	CHEMBL2109456	Quilizumab (INN, USAN)		Anti-M1 Prime; Anti-M1'; MEP1972A; RG-7449	Genentech, Inc.	-mab	monoclonal antibodies	-mab	2012						Antibody	N	N	Single Stereoisomer	N						
1383293	CHEMBL2110853	Heteronium Bromide (BAN, INN, USAN)		31814	Lilly	-ium	quaternary ammonium derivatives	-ium	1963				Anticholinergic		Synthetic Small Molecule	Y	N	Racemic Mixture	N						C[N+]1(C)CCC(C1)OC(=O)C(O)(c2ccccc2)c3cccs3
1383228	CHEMBL2110788	Benzilonium Bromide (BAN, INN, USAN)		CI-379; CN-20172-3; PU-239	Parke-Davis	-ium	quaternary ammonium derivatives	-ium	1961				Anticholinergic		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC[N+]1(CC)CCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3
1351917	CHEMBL2048484	Canagliflozin (FDA, INN, USAN)	4	JNJ-24831754-ZAE; JNJ-28431754; JNJ-28431754-AAA; TA-7284	Johnson & Johnson	-gliflozin	phlorozin derivatives, phenolic glycosides	-gliflozin	2009	2011	A10BX11	A10BX11 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Other blood glucose lowering drugs, excl. insulins]		US-7943582-B2; US-7943788-B2	Natural Product-derived	Y	Y	Single Stereoisomer	N	Y	N	N	N	Prescription-only	Cc1ccc(cc1Cc2ccc(s2)c3ccc(F)cc3)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O
1307997	CHEMBL1986706	Lobenzarit (INN); Lobenzarit Disodium (JAN); Lobenzarit Sodium (USAN)		CCA	Chugai Pharmaceutical Co., Ltd., Japan	-arit	antirheumatics (lobenzarit type)	-arit	1985				Antirheumatic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)c1ccccc1Nc2cc(Cl)ccc2C(=O)O
1383205	CHEMBL2110765	Batelapine (INN); Batelapine Maleate (USAN)		CGS-13429A	Ciba-Geigy	-pin(e)	tricyclic compounds	-pin(e)	1990				Antipsychotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1CCN(CC1)C2=Nc3ccccc3Cc4nc(C)nn24
96842	CHEMBL63055	Alrestatin (INN); Alrestatin Sodium (USAN)		AY-22284; AY-22284A		-stat-	enzyme inhibitors: aldose-reductase inhibitors	-stat- (-restat-)	1976				Enzyme Inhibitor (aldose reductase)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23
1383611	CHEMBL2111171	Toloconium Metilsulfate (INN)				-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	N	N	Racemic Mixture	N						CCCCCCCCCCCC(c1ccc(C)cc1)[N+](C)(C)C
1379685	CHEMBL2107415	Fluocortolone Caproate (USAN)		SH-770		-olone	steroids (not prednisolone derivatives)	-olone	1966				Glucocorticoid		Natural Product-derived	Y	N	Single Stereoisomer	N						CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
1376019	CHEMBL2103749	Bivalirudin (BAN, FDA, INN, USAN)	4	BG-8967	The Medicines Co	-irudin	anticoagulants (hirudin type)	-irudin	1994	2000	B01AE06	B01AE06 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Direct thrombin inhibitors]	Anticoagulant; Antithrombotic	US-5196404-B1	Oligopeptide	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](N)Cc4ccccc4)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)O
1378852	CHEMBL2106582	Binifibrate (INN, MI)				-fibrate	antihyperlipidemics (clofibrate type)	-fibrate							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)(Oc1ccc(Cl)cc1)C(=O)OC(COC(=O)c2cccnc2)COC(=O)c3cccnc3
1376571	CHEMBL2104301	Dimabefylline (DCF, INN)				-fylline	theophylline derivatives	-fylline							Natural Product-derived	Y	N	Achiral Molecule	N						CN(C)c1ccc(Cn2cnc3N(C)C(=O)N(C)C(=O)c23)cc1
1376818	CHEMBL2104548	Anipamil (INN)				-pamil	coronary vasodilators (verapamil type)	-pamil							Synthetic Small Molecule	N	N	Racemic Mixture	N						CCCCCCCCCCCCC(CCCN(C)CCc1cccc(OC)c1)(C#N)c2cccc(OC)c2
1377198	CHEMBL2104928	Vinmegallate (INN)				vin-	vinca alkaloids	vin-							Synthetic Small Molecule	N	N	Single Stereoisomer	N						CC[C@@]12C=CCN3CCc4c([C@H]13)n(C(=C2)COC(=O)c5cc(OC)c(OC)c(OC)c5)c6ccccc46
1376437	CHEMBL2104167	Cloxestradiol (INN)				-estr-	estrogens	-estr-							Natural Product-derived	N	N	Racemic Mixture	N						C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OC(O)C(Cl)(Cl)Cl
1119116	CHEMBL1740065	Amylocaine (BAN)				-caine	local anesthetics	-caine							Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCC(C)(CN(C)C)OC(=O)c1ccccc1
1377301	CHEMBL2105031	Ioglunide (INN)				io-	iodine-containing contrast media	io-							Synthetic Small Molecule	N	N	Racemic Mixture	N						CN(C(=O)C)c1c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c(I)c(C(=O)NCCO)c1I
1376475	CHEMBL2104205	Dametralast (INN)				-ast	antiasthmatics/antiallergics (not acting primarily as antihistamines,leukotriene biosynthesis inhibitors)	-ast							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1cc2nc(N)nc(N)n2n1
1380003	CHEMBL2107733	Barixibat (INN)				-ibat	ileal bile acid transport inhibitor	-ibat							Synthetic Small Molecule	N	N	Racemic Mixture	N						OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)NCCCCCCCCCCC(=O)Nc1ccccc1[C@@H](Nc2ccccn2)C([C@H](O)c3ccccc3)c4ccccn4
1380008	CHEMBL2107738	Daglutril (INN)				-lutril	neural endopeptidase inhibitors possessing additional endothelin converting enzyme inhibitory activity	-lutril							Synthetic Small Molecule	N	N	Racemic Mixture	N						CCOC(=O)C(CCCc1ccccc1)C2(CCCC2)C(=O)N[C@H]3CCc4ccccc4N(CC(=O)O)C3=O
1383544	CHEMBL2111104	Rolapitant (INN); Rolapitant HCl (USAN)		SCH-619734		-tant	tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists	-tant (-pitant)	2005						Synthetic Small Molecule	N	N	Racemic Mixture	N						C[C@@H](OCC1(CC[C@]2(CCC(=O)N2)CN1)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
1383025	CHEMBL2110585	Ezatiostat (INN); Ezatiostat HCl (USAN)		TER199; TLK199	Telik	-stat	enzyme inhibitors: glutathione -s- transferase inhibitors	-stat (-tiostat)	2007						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c2ccccc2
1379712	CHEMBL2107442	Lobuprofen (INN)				-profen	anti-inflammatory/analgesic agents (ibuprofen type)	-profen							Synthetic Small Molecule	N	N	Racemic Mixture	N						CC(C)Cc1ccc(cc1)C(C)C(=O)OCCN2CCN(CC2)c3cccc(Cl)c3
1377699	CHEMBL2105429	Phenomorphan (BAN, DCF, INN, MI)				-orphan	narcotic antagonists/agonists (morphinan derivatives)	-orphan							Synthetic Small Molecule	N	N	Single Stereoisomer	N						Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CCc5ccccc5)c2c1
1378941	CHEMBL2106671	Amafolone (BAN, INN)				-olone	steroids (not prednisolone derivatives)	-olone							Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]12C[C@H](O)[C@@H](N)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O
1376904	CHEMBL2104634	Dexivacaine (INN, USAN)				-caine	local anesthetics	-caine	1968				Anesthetic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C
1379903	CHEMBL2107633	Tolufazepam (INN)				-azepam	antianxiety agents (diazepam type)	-azepam							Synthetic Small Molecule	N	N	Achiral Molecule	N						Cc1ccc(cc1)S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c4cc(Cl)ccc24
27575	CHEMBL650	Methylprednisolone (BAN, FDA, INN, JAN, USP); Methylprednisolone Acetate (FDA, JAN, USP)	4	U-67590A	Pharmacia And Upjohn Co	-pred-	prednisone and prednisolone derivatives	-pred-		1957	D07AA01; H02BX01; D10AA02; H02AB04	D07AA01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, weak (group I)]; H02BX01 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Combinations:Corticosteroids for systemic use, combinations]; D10AA02 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Corticosteroids, combinations for treatment of acne]; H02AB04 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]	Glucocorticoid		Natural Product-derived	Y	N	Single Stereoisomer	N	Y	Y	Y	N	Prescription-only	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
1078742	CHEMBL1698011	Trenbolone (BAN, INN); Trenbolone Acetate (USAN, USP)		RU-1697	Roussel-Uclaf, France	-bol-; -olone	anabolic steroids; steroids (not prednisolone derivatives)	-bol-; -olone	1984				Anabolic (veterinary)		Natural Product-derived	Y	N	Single Stereoisomer	N						CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
31084	CHEMBL25931	Adibendan (INN)				-dan	positive inotropic agents (pimobendan type)	-dan							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC1(C)C(=O)Nc2cc3[nH]c(nc3cc12)c4ccncc4
7347	CHEMBL269455	Imirestat (INN)				-stat	enzyme inhibitors: aldose-reductase inhibitors	-stat (-restat)							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Fc1ccc2c3ccc(F)cc3C4(NC(=O)NC4=O)c2c1
9040	CHEMBL275739	Mopidralazine (INN)				-dralazine	antihypertensives (hydrazine-phthalazines)	-dralazine							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1ccc(C)n1Nc2ccc(nn2)N3CCOCC3
190629	CHEMBL1170	Testosterone propionate (FDA, JAN, USP)	4		Watson Laboratories Inc; Elkins Sinn Div Ah Robins Co Inc; Eli Lilly And Co; Bel Mar Laboratories Inc	-ster-	steroids (androgens, anabolics)	-ster-		1974	G03BA03	G03BA03 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Androgens:3-oxoandrosten (4) derivatives]	Androgen		Natural Product-derived	Y	N	Single Stereoisomer	Y	N	Y	N	N	Discontinued	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
559503	CHEMBL563646	Evatanepag (INN, USAN); Evatanepag Sodium (USAN)		CP-533536; C-533,536-02; CP-533536-02	Pfizer	-nepag	non-prostanoid prostaglandin receptor agonists	-nepag	2009						Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c3cccnc3)cc1
44191	CHEMBL283820	Spiroglumide (INN)		CR-2194		-glumide	CCK antagonists, antiulcer, anxiolytic agent	-glumide							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						OC(=O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N2CCC3(CCCC3)CC2
69558	CHEMBL47405	Etanidazole (INN, USAN)		SR-2508	Roberts Pharmaceutical	-nidazole	antiprotozoal substances (metronidazole type)	-nidazole	1987				Antineoplastic (hypoxic cell radiosensitizer)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						OCCNC(=O)Cn1ccnc1[N+](=O)[O-]
702536	CHEMBL1243298	Quilostigmine (INN, USAN)		HP-290; NXX-066	Hoechst Marion Roussel	-stigmine	cholinesterase inhibitors (physostigmine type)	-stigmine	1996				Cholinergic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)N4CCc5ccccc5C4)cc23
255344	CHEMBL152231	Amosulalol (INN, MI); Amosulalol HCl (JAN)				-alol	combined alpha and beta receptors	-alol							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COc1ccccc1OCCNCC(O)c2ccc(C)c(c2)S(=O)(=O)N
641256	CHEMBL1159717	Tulobuterol (BAN, INN, JAN, MI); Tulobuterol HCl (JAN)				-terol	bronchodilators (phenethylamine derivatives)	-terol			R03CC11; R03AC11	R03CC11 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics For Systemic Use:Selective beta-2-adrenoreceptor agonists]; R03AC11 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics, Inhalants:Selective beta-2-adrenoreceptor agonists]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(C)(C)NCC(O)c1ccccc1Cl
7813	CHEMBL10634	Bermoprofen (INN)				-profen	anti-inflammatory/analgesic agents (ibuprofen type)	-profen							Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(C(=O)O)c1ccc2Oc3ccc(C)cc3CC(=O)c2c1
675749	CHEMBL1201798	Sevelamer Carbonate (FDA, USAN)	4	GT335-012	Genzyme Corp	-mer	polymers	-mer	2006	2007				US-5496545-A	Polymer	N	N	Unknown	N	Y	N	N	N	Prescription-only	NCC=C.ClCC1CO1
374064	CHEMBL1443	Nafcillin (BAN, INN); Nafcillin Sodium (FDA, USAN, USP)	4	WY-3277	Wyeth Ayerst Laboratories; Baxter Healthcare Corp	-cillin	penicillins	-cillin	1963	1965	J01CF06	J01CF06 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Beta-Lactam Antibacterials, Penicillins:Beta-lactamase resistant penicillins]	Antibacterial		Natural Product-derived	Y	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only	CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
49830	CHEMBL35033	Emivirine (INN, USAN)		MKC-442	Mitsubishi Chemical Corporation, Japan	-virine	antivirals: non-nucleoside reverse transcriptase inhibitors, not benzoxazinone derivatives	-virine	1999						Natural Product-derived	Y	N	Achiral Molecule	N						CCOCN1C(=O)NC(=O)C(=C1Cc2ccccc2)C(C)C
485738	CHEMBL1643	Ribavirin (FDA, INN, USAN, USP); Tribavirin (BAN)	4		Valeant Pharmaceuticals International; Schering Corp; Merck Sharp And Dohme Corp; Hoffmann La Roche Inc	-vir-	antivirals	-vir-	1974	1985	J05AB04	J05AB04 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleosides and nucleotides excl. reverse transcriptase inhibitors]	Antiviral	US-6150337-A	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	N	Y	Y	Prescription-only	NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
114151	CHEMBL70611	Azalanstat (INN); Azalanstat Dihydrochloride (USAN)		RS-21607197	Syntex	-stat	enzyme inhibitors: lanosterol 14alpha-demethylase inhibitors	-stat (-lanstat)	1995				Hypolipidemic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1
191927	CHEMBL325441	Tiplasinin (INN, USAN)		PAI-039		-plasinin	inhibitors of plasminogen activator inhibitors - type 1	-plasinin	2005						Synthetic Small Molecule	N	N	Achiral Molecule	N						OC(=O)C(=O)c1cn(Cc2ccccc2)c3ccc(cc13)c4ccc(OC(F)(F)F)cc4
314827	CHEMBL188952	Pirprofen (BAN, INN, USAN)		SU-21524		-profen	anti-inflammatory/analgesic agents (ibuprofen type)	-profen	1974		M01AE08	M01AE08 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Propionic acid derivatives]	Anti-Inflammatory		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
175026	CHEMBL108111	Lamifiban (INN, USAN); Lamifiban HCl (USAN)		Ro-449883000; Ro-44-9883; Ro-449883023	Hoffmann-Laroche	-fiban	fibrinogen receptor antagonists (glycoprotein IIb/IIIa receptor antagonists)	-fiban	1995				Antithrombotic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						NC(=N)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)OCC(=O)O
